ANNO;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;media 1993-2017
mm;844,2;898,2;1085,7;1185,5;840,5;912,2;1071,2;1165,9;946,6;1457,9;824,1;1217,9;1095,6;878,1;898,3;1395;1253,5;1543,3;918;1060,8;1342;1708;815;1149;932;1200;1098
